ID,goal,literal_move,literal_utility,prag_move,prag_utility,baseline_move,baseline_utility,careful_move,careful_utility
20340,uncover blue all,"(79, 80)",1,"(104, 59)",-1,"(98, 86)",0,"(79, 86)",1
20340,clear nocolor B2,"(64, 61)",1,"(104, 61)",0,"(89, 88)",0,"('none', 'none')",0
20340,cover blue all,"(101, 55)",1,"(89, 88)",-1,"(75, 92)",0,"('none', 'none')",0
20340,move green C,"(79, 88)",1,"(76, 92)",1,"(79, 86)",1,"('none', 'none')",0
20340,cover green all,"(89, 80)",1,"(75, 54)",1,"(81, 53)",-1,"('none', 'none')",0
20340,fill nocolor C1,"(69, 84)",1,"(73, 58)",0,"(81, 92)",0,"('none', 'none')",0
68825,uncover blue all,"(56, 80)",1,"(56, 80)",1,"(103, 58)",-1,"('none', 'none')",0
68825,clear nocolor C,"(103, 38)",1,"(102, 60)",1,"(102, 47)",1,"('none', 'none')",0
68825,cover blue all,"(76, 84)",1,"(90, 38)",1,"(107, 84)",1,"('none', 'none')",0
68825,move green A,"(107, 57)",1,"(65, 72)",1,"(79, 59)",1,"('none', 'none')",0
68825,fill nocolor A2,"(65, 57)",1,"(107, 81)",0,"(73, 59)",1,"('none', 'none')",0
68825,fill nocolor C2,"(65, 89)",1,"(75, 70)",1,"(56, 71)",1,"('none', 'none')",0
68825,uncover green all,"(56, 81)",1,"(65, 68)",1,"(107, 77)",0,"('none', 'none')",0
68825,cover red all,"(100, 72)",1,"(88, 72)",1,"(56, 85)",1,"('none', 'none')",0
68825,move red B1,"(76, 55)",1,"(76, 68)",1,"(76, 80)",1,"('none', 'none')",0
68825,clear nocolor C1,"(103, 60)",1,"(103, 89)",1,"(73, 47)",0,"('none', 'none')",0
13662,cover green all,"(76, 42)",1,"(103, 86)",1,"(73, 57)",0,"(75, 89)",0
13662,uncover red all,"(84, 79)",1,"(84, 86)",1,"(60, 77)",0,"(104, 85)",0
13662,cover blue all,"(97, 89)",1,"(73, 86)",-1,"(95, 42)",0,"(56, 45)",1
13662,clear nocolor A1,"(73, 80)",1,"(98, 87)",0,"('none', 'none')",0,"(60, 58)",0
13662,clear nocolor C,"(104, 57)",1,"(103, 66)",0,"(102, 58)",1,"(104, 77)",1
13662,fill nocolor A2,"(107, 58)",1,"(95, 106)",-1,"(90, 87)",0,"(105, 86)",0
13662,move green A2,"(63, 55)",1,"(107, 38)",-1,"(83, 86)",0,"(83, 86)",0
13662,uncover blue all,"(73, 77)",1,"(84, 65)",0,"(76, 88)",1,"(60, 55)",0
13662,fill nocolor C2,"(103, 87)",1,"(107, 85)",-1,"(64, 86)",0,"(60, 87)",1
13662,move green C,"(56, 87)",1,"(60, 79)",0,"(82, 106)",0,"(84, 106)",0
29690,fill nocolor C1,"(106, 68)",1,"(77, 68)",1,"(79, 68)",1,"(106, 42)",0
29690,cover red all,"(54, 44)",1,"(100, 44)",1,"(85, 59)",0,"(105, 99)",0
29690,clear nocolor C2,"(106, 37)",1,"(105, 84)",1,"(54, 66)",0,"(107, 58)",1
29690,uncover blue all,"(54, 92)",1,"(76, 84)",1,"(89, 87)",0,"(54, 42)",1
29690,uncover red all,"(62, 99)",1,"(79, 36)",1,"(101, 68)",0,"(93, 99)",1
29690,fill nocolor C2,"(85, 37)",0,"(62, 99)",0,"(79, 71)",1,"(86, 82)",0
29690,cover blue all,"(100, 57)",1,"(100, 57)",1,"(54, 87)",-1,"(62, 42)",0
29690,clear nocolor C1,"(102, 57)",1,"(101, 92)",0,"(54, 83)",0,"(60, 81)",0
29690,move red A,"(75, 58)",0,"(62, 58)",1,"(79, 37)",1,"(78, 36)",1
29690,move red C,"(79, 88)",1,"(79, 87)",1,"(85, 88)",0,"(106, 59)",-1
92567,uncover green all,"(78, 86)",1,"(80, 45)",1,"(57, 77)",1,"('none', 'none')",0
92567,move red A,"(83, 39)",1,"(85, 39)",1,"(85, 71)",0,"('none', 'none')",0
92567,move green B1,"(76, 102)",1,"(104, 64)",0,"(107, 64)",0,"('none', 'none')",0
92567,clear nocolor A,"(72, 86)",1,"(76, 71)",1,"(85, 64)",0,"('none', 'none')",0
92567,fill nocolor A2,"(63, 39)",1,"(89, 58)",1,"(81, 77)",1,"('none', 'none')",0
92567,clear nocolor A2,"(57, 60)",1,"(76, 102)",1,"(83, 95)",-1,"('none', 'none')",0
92567,uncover blue all,"(79, 102)",1,"(79, 62)",1,"(72, 95)",0,"('none', 'none')",0
92567,cover blue all,"(73, 45)",1,"(105, 60)",1,"(60, 64)",0,"(85, 102)",0
92567,fill nocolor B2,"(57, 45)",1,"(80, 65)",1,"(63, 54)",-1,"('none', 'none')",0
92567,cover green all,"(63, 62)",1,"(106, 62)",1,"(103, 102)",0,"('none', 'none')",0
96815,move green B2,"(67, 55)",1,"(67, 101)",1,"(100, 83)",0,"(74, 82)",0
96815,uncover green all,"(78, 82)",1,"(84, 39)",1,"(78, 72)",1,"(67, 82)",1
96815,fill nocolor A2,"(78, 76)",1,"(90, 39)",1,"(67, 62)",0,"(78, 88)",0
96815,cover blue all,"(106, 62)",1,"(106, 72)",1,"(84, 62)",1,"(67, 89)",0
96815,clear nocolor A2,"(95, 88)",1,"(56, 62)",0,"(94, 39)",0,"(67, 69)",0
96815,move red C,"(81, 89)",1,"(57, 49)",1,"(73, 49)",1,"(78, 72)",0
96815,uncover red all,"(57, 38)",1,"(73, 38)",1,"(80, 54)",1,"(97, 54)",0
96815,clear nocolor B,"(78, 72)",1,"(97, 89)",1,"(96, 69)",1,"(56, 55)",0
96815,fill nocolor C2,"(94, 89)",1,"(95, 88)",1,"(104, 88)",1,"(84, 69)",1
96815,cover red all,"(107, 49)",1,"(106, 49)",1,"(67, 72)",0,"(96, 101)",0
85609,move blue B2,"(57, 66)",1,"(81, 97)",0,"(58, 83)",1,"('none', 'none')",0
85609,clear nocolor C1,"(84, 63)",1,"(95, 97)",0,"(57, 77)",0,"('none', 'none')",0
85609,clear nocolor B,"(81, 36)",1,"(73, 77)",0,"(98, 40)",1,"('none', 'none')",0
85609,cover red all,"(87, 55)",1,"(58, 39)",1,"(102, 69)",0,"('none', 'none')",0
85609,cover green all,"(58, 62)",1,"(103, 50)",1,"(80, 50)",1,"('none', 'none')",0
85609,fill nocolor A1,"(88, 55)",1,"(56, 97)",-1,"(80, 100)",0,"('none', 'none')",0
85609,move red A2,"(54, 100)",1,"(58, 100)",0,"(54, 83)",1,"('none', 'none')",0
85609,uncover green all,"(54, 100)",1,"(56, 96)",1,"(54, 100)",1,"('none', 'none')",0
85609,fill nocolor C2,"(57, 69)",1,"(84, 70)",1,"(86, 89)",1,"('none', 'none')",0
85609,uncover red all,"(88, 83)",1,"(87, 70)",-1,"(72, 69)",1,"('none', 'none')",0
26316,cover red all,"(77, 55)",1,"(93, 40)",1,"(58, 69)",1,"('none', 'none')",0
26316,clear nocolor C,"(84, 81)",1,"(103, 75)",1,"(79, 64)",0,"('none', 'none')",0
26316,uncover blue all,"(86, 64)",1,"(88, 69)",1,"(99, 85)",0,"('none', 'none')",0
26316,cover blue all,"(93, 78)",1,"(79, 78)",1,"(89, 81)",1,"('none', 'none')",0
26316,fill nocolor B2,"(87, 65)",1,"(88, 65)",1,"(58, 70)",0,"('none', 'none')",0
26316,uncover red all,"(87, 66)",1,"(73, 85)",1,"(87, 70)",1,"('none', 'none')",0
26316,fill nocolor A2,"(84, 59)",1,"(82, 40)",1,"(91, 40)",1,"('none', 'none')",0
26316,move green B2,"(58, 64)",1,"(103, 81)",1,"(98, 63)",0,"('none', 'none')",0
26316,clear nocolor B1,"(98, 85)",1,"(96, 71)",1,"(86, 36)",0,"('none', 'none')",0
26316,move red C1,"(58, 68)",1,"(72, 68)",1,"(82, 68)",1,"('none', 'none')",0
40168,fill nocolor B2,"(86, 81)",1,"(67, 100)",1,"(106, 57)",0,"(102, 68)",0
40168,fill nocolor A2,"(79, 76)",1,"(79, 76)",1,"(86, 61)",0,"(77, 65)",-1
40168,move green C,"(98, 74)",0,"(78, 81)",1,"(99, 74)",0,"(87, 59)",-1
40168,clear nocolor C2,"(106, 65)",1,"(79, 84)",0,"(71, 80)",1,"(71, 82)",1
40168,uncover green all,"(86, 74)",1,"(86, 88)",1,"(102, 80)",-1,"(71, 81)",1
40168,cover blue all,"(98, 36)",1,"(102, 69)",1,"(78, 88)",1,"('none', 'none')",0
40168,cover red all,"(102, 49)",1,"(71, 88)",-1,"(98, 84)",0,"('none', 'none')",0
40168,uncover blue all,"(67, 59)",1,"(102, 36)",-1,"(94, 59)",0,"(54, 74)",0
40168,clear nocolor B,"(106, 81)",-1,"(83, 69)",1,"(67, 68)",0,"(71, 68)",0
40168,move red A,"(87, 81)",1,"(77, 57)",0,"(98, 58)",0,"(98, 59)",0
51310,move green B,"(88, 42)",1,"(105, 42)",1,"(64, 105)",1,"('none', 'none')",0
51310,uncover green all,"(60, 81)",1,"(67, 42)",0,"(88, 91)",1,"('none', 'none')",0
51310,uncover red all,"(61, 62)",1,"(67, 66)",1,"(67, 66)",1,"('none', 'none')",0
51310,move blue B,"(74, 62)",1,"(74, 93)",0,"(77, 81)",1,"('none', 'none')",0
51310,clear nocolor C,"(67, 62)",1,"(88, 46)",1,"(105, 67)",1,"('none', 'none')",0
51310,fill nocolor C1,"(99, 49)",1,"(90, 93)",0,"(64, 89)",0,"('none', 'none')",0
51310,cover red all,"(88, 72)",1,"(88, 46)",1,"(86, 59)",-1,"('none', 'none')",0
51310,clear nocolor C2,"(88, 59)",1,"(74, 46)",0,"(106, 48)",1,"('none', 'none')",0
51310,cover green all,"(60, 87)",1,"(107, 87)",1,"(84, 93)",-1,"('none', 'none')",0
51310,fill nocolor C2,"(67, 70)",1,"(101, 70)",1,"(105, 68)",-1,"('none', 'none')",0
50933,fill nocolor B2,"(105, 89)",0,"(88, 64)",1,"(59, 54)",0,"(105, 60)",0
50933,move red A,"(82, 99)",1,"(82, 83)",1,"(68, 60)",1,"(107, 83)",0
50933,uncover red all,"(97, 50)",-1,"(68, 99)",1,"(68, 55)",1,"(88, 50)",-1
50933,clear nocolor B2,"(84, 62)",0,"(92, 54)",0,"(101, 62)",1,"(107, 73)",0
50933,fill nocolor C2,"(80, 87)",1,"(72, 58)",0,"(87, 75)",0,"(84, 75)",0
50933,cover green all,"(88, 50)",0,"(97, 41)",0,"(91, 41)",0,"(91, 83)",0
50933,uncover green all,"(91, 99)",0,"(105, 62)",-1,"(72, 75)",0,"(68, 89)",0
50933,move blue B,"(97, 54)",0,"(88, 62)",1,"(101, 50)",-1,"(107, 56)",0
50933,cover blue all,"(97, 66)",1,"(92, 49)",1,"(68, 82)",0,"(93, 41)",0
50933,clear nocolor A2,"(93, 49)",1,"(78, 74)",0,"(77, 60)",1,"(80, 87)",0
37196,move green A1,"(66, 74)",1,"(55, 74)",0,"(54, 88)",-1,"(76, 80)",0
37196,fill nocolor C2,"(82, 87)",1,"(76, 48)",0,"(66, 74)",0,"('none', 'none')",0
37196,clear nocolor A,"(55, 85)",1,"(75, 36)",0,"(81, 48)",0,"('none', 'none')",0
37196,cover blue all,"(105, 57)",1,"(66, 60)",0,"(84, 87)",0,"('none', 'none')",0
37196,uncover green all,"(82, 87)",1,"(54, 87)",0,"(98, 86)",0,"('none', 'none')",0
37196,fill nocolor A2,"(54, 57)",1,"(105, 61)",0,"(66, 57)",1,"('none', 'none')",0
37196,move blue C1,"(82, 104)",1,"(92, 61)",0,"(101, 87)",0,"('none', 'none')",0
37196,clear nocolor A1,"(92, 104)",1,"(101, 74)",-1,"(54, 88)",1,"('none', 'none')",0
37196,cover green all,"(75, 88)",1,"(82, 85)",-1,"(77, 83)",1,"(66, 89)",0
37196,uncover red all,"(66, 80)",1,"(105, 74)",0,"(98, 88)",0,"('none', 'none')",0
79463,uncover blue all,"(84, 65)",1,"(58, 64)",1,"(79, 64)",2,"(87, 89)",-1
79463,move blue A2,"(61, 78)",1,"(84, 77)",1,"(87, 80)",0,"(61, 40)",1
79463,fill nocolor C1,"(54, 86)",1,"(54, 66)",1,"(83, 64)",0,"(83, 73)",0
79463,clear nocolor B,"(83, 69)",1,"(82, 86)",1,"(79, 36)",1,"(79, 36)",1
79463,uncover red all,"(87, 78)",1,"(82, 65)",1,"(103, 77)",-1,"(98, 57)",0
79463,fill nocolor B1,"(103, 78)",1,"(54, 78)",1,"(82, 73)",0,"(82, 73)",0
79463,move red C,"(92, 69)",1,"(91, 70)",1,"(79, 67)",1,"(79, 67)",1
79463,clear nocolor A,"(95, 64)",1,"(58, 89)",1,"(91, 36)",0,"(61, 64)",0
79463,cover red all,"(98, 40)",1,"(107, 43)",1,"(72, 74)",1,"(103, 74)",1
79463,cover green all,"(82, 65)",1,"(95, 70)",1,"(79, 70)",1,"(79, 36)",1
27392,move blue A,"(88, 75)",1,"(84, 36)",1,"(88, 86)",0,"('none', 'none')",0
27392,fill nocolor B2,"(93, 65)",1,"(94, 65)",1,"(105, 98)",0,"('none', 'none')",0
27392,cover green all,"(85, 36)",1,"(97, 53)",1,"(81, 38)",0,"('none', 'none')",0
27392,uncover blue all,"(55, 59)",1,"(85, 53)",1,"(73, 67)",1,"('none', 'none')",0
27392,uncover green all,"(54, 59)",1,"(84, 79)",1,"(104, 36)",-1,"('none', 'none')",0
27392,move red B,"(54, 63)",1,"(54, 86)",1,"(84, 65)",0,"('none', 'none')",0
27392,clear nocolor A2,"(77, 37)",1,"(93, 66)",1,"(104, 53)",0,"('none', 'none')",0
27392,clear nocolor C1,"(104, 38)",1,"(104, 36)",1,"(83, 70)",0,"('none', 'none')",0
27392,fill nocolor C1,"(94, 67)",1,"(105, 67)",1,"(81, 82)",0,"('none', 'none')",0
27392,cover red all,"(71, 59)",1,"(104, 38)",1,"(101, 75)",0,"('none', 'none')",0
80393,cover blue all,"(101, 79)",1,"(74, 82)",1,"(74, 59)",0,"(89, 61)",0
80393,uncover red all,"(78, 82)",1,"(74, 79)",1,"(97, 98)",0,"('none', 'none')",0
80393,clear nocolor C2,"(88, 49)",1,"(87, 56)",1,"(105, 56)",1,"(73, 50)",0
80393,move green A1,"(68, 39)",1,"(73, 50)",-1,"(100, 60)",0,"(101, 79)",0
80393,cover green all,"(68, 49)",1,"(87, 71)",1,"(57, 82)",0,"('none', 'none')",0
80393,fill nocolor C2,"(102, 69)",1,"(102, 69)",1,"(67, 53)",1,"('none', 'none')",0
80393,fill nocolor A1,"(67, 72)",1,"(81, 55)",1,"(101, 84)",0,"('none', 'none')",0
80393,clear nocolor B,"(101, 55)",1,"(100, 39)",1,"(57, 78)",0,"('none', 'none')",0
80393,move green B2,"(89, 83)",1,"(97, 94)",0,"(68, 98)",1,"('none', 'none')",0
80393,uncover green all,"(68, 72)",1,"(73, 72)",1,"(74, 63)",-1,"('none', 'none')",0
94317,move blue B,"(76, 42)",1,"(79, 75)",0,"(89, 43)",0,"(61, 58)",0
94317,cover green all,"(84, 73)",1,"(101, 45)",1,"(84, 58)",1,"(101, 58)",1
94317,cover red all,"(80, 75)",1,"(80, 66)",1,"(84, 57)",0,"(84, 100)",0
94317,uncover red all,"(89, 62)",1,"(86, 42)",-1,"(63, 55)",1,"(101, 38)",0
94317,clear nocolor C,"(85, 38)",1,"(89, 106)",0,"(102, 45)",1,"(56, 61)",0
94317,fill nocolor C2,"(85, 105)",1,"(101, 71)",1,"(101, 73)",0,"(60, 38)",0
94317,clear nocolor B1,"(60, 66)",1,"(56, 105)",0,"(79, 27)",1,"(101, 67)",0
94317,fill nocolor A1,"(86, 54)",1,"(93, 45)",0,"(89, 106)",0,"(85, 83)",0
94317,move blue C,"(79, 67)",1,"(84, 68)",0,"(77, 75)",0,"(85, 71)",0
94317,uncover green all,"(86, 106)",1,"(76, 71)",-1,"(77, 42)",1,"(93, 59)",-1
70176,fill nocolor C1,"(73, 85)",1,"(58, 66)",1,"(71, 86)",1,"(106, 86)",1
70176,fill nocolor A1,"(82, 55)",1,"(63, 56)",1,"(75, 53)",0,"(88, 55)",1
70176,move blue A2,"(103, 77)",1,"(101, 86)",0,"(80, 40)",1,"(84, 97)",0
70176,clear nocolor A1,"(72, 45)",1,"(57, 55)",-1,"(63, 62)",0,"(57, 105)",0
70176,uncover blue all,"(84, 97)",1,"(74, 55)",1,"(82, 45)",0,"(57, 86)",1
70176,cover red all,"(101, 70)",1,"(95, 40)",1,"(80, 70)",1,"(104, 70)",1
70176,clear nocolor B2,"(101, 86)",1,"(104, 85)",0,"(80, 54)",0,"(63, 83)",0
70176,uncover green all,"(71, 70)",1,"(80, 64)",0,"(95, 86)",-1,"(71, 79)",1
70176,move red A,"(88, 54)",1,"(58, 45)",-1,"(89, 54)",0,"(80, 97)",0
70176,cover green all,"(58, 54)",1,"(103, 86)",1,"(63, 77)",1,"(92, 86)",1
53968,cover blue all,"(78, 57)",1,"(65, 62)",0,"(103, 57)",1,"(75, 88)",-1
53968,clear nocolor B1,"(78, 47)",1,"(78, 41)",1,"(73, 88)",0,"(103, 88)",0
53968,fill nocolor C1,"(80, 85)",1,"(73, 68)",1,"(74, 57)",0,"(83, 87)",0
53968,move green A1,"(100, 57)",0,"(58, 90)",1,"(63, 72)",1,"(63, 60)",0
53968,cover green all,"(80, 45)",1,"(58, 55)",1,"(73, 68)",0,"(86, 60)",1
53968,uncover blue all,"(65, 41)",1,"(75, 55)",1,"(65, 82)",1,"(74, 106)",1
53968,uncover green all,"(100, 106)",0,"(63, 82)",1,"(103, 57)",0,"(86, 57)",0
53968,move blue C1,"(80, 41)",1,"(80, 68)",1,"(74, 66)",1,"(59, 90)",0
53968,clear nocolor C,"(102, 57)",1,"(103, 45)",1,"(63, 57)",0,"(97, 87)",-1
53968,fill nocolor B1,"(74, 79)",1,"(86, 60)",1,"(58, 106)",0,"(74, 62)",1
73406,fill nocolor C2,"(74, 88)",1,"(66, 85)",0,"(73, 69)",1,"('none', 'none')",0
73406,cover red all,"(93, 82)",1,"(96, 61)",1,"(73, 78)",-1,"('none', 'none')",0
73406,move red A,"(98, 75)",1,"(87, 37)",1,"(96, 56)",0,"('none', 'none')",0
73406,uncover red all,"(83, 78)",1,"(55, 95)",1,"(68, 81)",1,"(68, 57)",1
73406,move blue A,"(68, 78)",0,"(96, 56)",0,"(68, 58)",1,"(101, 71)",-1
73406,clear nocolor A,"(93, 48)",1,"(93, 85)",1,"(68, 61)",0,"(94, 80)",1
73406,uncover blue all,"(72, 61)",1,"(66, 75)",1,"(87, 75)",1,"(96, 19)",0
73406,clear nocolor A1,"(72, 75)",1,"(72, 80)",1,"(68, 58)",0,"(100, 58)",0
73406,fill nocolor A1,"(66, 37)",1,"(87, 56)",1,"(66, 65)",0,"('none', 'none')",0
73406,cover blue all,"(103, 58)",1,"(55, 65)",1,"(68, 36)",0,"(68, 95)",0
16229,uncover red all,"(79, 88)",1,"(74, 36)",-1,"(54, 58)",1,"(91, 69)",0
16229,clear nocolor B2,"(82, 88)",1,"(80, 68)",0,"(86, 67)",0,"(74, 76)",0
16229,cover red all,"(89, 75)",1,"(86, 77)",1,"(93, 56)",1,"(79, 68)",-1
16229,cover blue all,"(94, 73)",1,"(96, 61)",1,"(54, 71)",0,"(73, 61)",0
16229,clear nocolor A,"(95, 48)",1,"(95, 99)",1,"(87, 65)",0,"(94, 99)",1
16229,uncover blue all,"(89, 67)",1,"(87, 88)",1,"(98, 75)",1,"(89, 18)",1
16229,move blue B2,"(66, 65)",1,"(82, 56)",-1,"(74, 65)",0,"(96, 65)",0
16229,fill nocolor A1,"(79, 36)",1,"(94, 67)",0,"(94, 48)",0,"(106, 71)",0
16229,fill nocolor B2,"(93, 64)",1,"(93, 99)",1,"(97, 75)",0,"(94, 69)",0
16229,move green A1,"(83, 76)",1,"(89, 62)",0,"(85, 18)",1,"(80, 56)",1
58601,uncover green all,"(68, 89)",1,"(68, 72)",1,"(70, 89)",1,"(94, 97)",1
58601,cover blue all,"(90, 50)",1,"(74, 58)",1,"(77, 97)",0,"(87, 67)",0
58601,move red C,"(91, 50)",1,"(91, 69)",1,"(77, 50)",1,"(77, 62)",1
58601,move blue C1,"(75, 52)",1,"(77, 66)",1,"(77, 50)",1,"(98, 66)",1
58601,fill nocolor A1,"(83, 72)",1,"(84, 56)",1,"(98, 73)",1,"(98, 73)",1
58601,clear nocolor C,"(68, 58)",1,"(107, 67)",0,"(70, 54)",1,"(70, 65)",1
58601,uncover blue all,"(75, 73)",1,"(68, 56)",1,"(81, 56)",1,"(84, 78)",1
58601,clear nocolor B,"(81, 66)",1,"(80, 69)",1,"(98, 73)",1,"(98, 73)",1
58601,cover green all,"(107, 63)",1,"(107, 67)",1,"(80, 65)",1,"(107, 65)",1
58601,fill nocolor B1,"(77, 96)",1,"(76, 96)",1,"(74, 62)",1,"(91, 97)",1
28567,fill nocolor C2,"(76, 89)",1,"(73, 68)",0,"(84, 41)",0,"('none', 'none')",0
28567,move green C2,"(56, 58)",1,"(86, 70)",1,"(59, 93)",0,"('none', 'none')",0
28567,fill nocolor B2,"(88, 63)",1,"(88, 67)",0,"(88, 38)",0,"('none', 'none')",0
28567,uncover green all,"(78, 69)",1,"(86, 93)",1,"(76, 80)",-1,"('none', 'none')",0
28567,cover red all,"(66, 41)",1,"(107, 60)",1,"(81, 41)",1,"('none', 'none')",0
28567,clear nocolor C,"(107, 38)",1,"(107, 69)",0,"(107, 83)",1,"('none', 'none')",0
28567,clear nocolor C1,"(66, 70)",1,"(76, 72)",0,"(81, 55)",0,"('none', 'none')",0
28567,uncover blue all,"(85, 69)",1,"(97, 41)",-1,"(78, 82)",0,"('none', 'none')",0
28567,move red C2,"(78, 89)",1,"(59, 70)",1,"(73, 70)",1,"('none', 'none')",0
28567,cover green all,"(88, 89)",1,"(56, 72)",-1,"(80, 82)",0,"('none', 'none')",0
47326,cover green all,"(79, 86)",0,"(62, 70)",0,"(69, 85)",0,"(64, 76)",0
47326,move red B1,"(83, 86)",1,"(104, 90)",0,"(62, 89)",-1,"(74, 90)",0
47326,uncover blue all,"(88, 76)",0,"(83, 85)",-1,"(75, 94)",0,"(88, 55)",1
47326,cover blue all,"(91, 85)",1,"(104, 85)",1,"(62, 59)",1,"(62, 70)",1
47326,clear nocolor C1,"(83, 90)",0,"(104, 90)",1,"(63, 44)",0,"(69, 90)",0
47326,move blue A2,"(103, 63)",0,"(94, 61)",-1,"(69, 70)",0,"(77, 85)",-1
47326,clear nocolor A2,"(94, 61)",1,"(102, 65)",0,"(69, 84)",0,"(94, 78)",1
47326,fill nocolor B1,"(69, 44)",1,"(77, 46)",0,"(74, 60)",1,"(69, 60)",1
47326,fill nocolor A1,"(102, 73)",1,"(107, 57)",0,"(62, 46)",0,"(69, 63)",0
47326,uncover red all,"(77, 78)",1,"(104, 78)",0,"(80, 63)",0,"(79, 85)",0
37887,uncover red all,"(54, 55)",1,"(94, 71)",0,"(88, 77)",1,"(74, 85)",0
37887,cover blue all,"(103, 63)",1,"(54, 56)",1,"(84, 100)",-1,"(101, 66)",0
37887,clear nocolor A,"(94, 50)",1,"(94, 85)",1,"(54, 95)",1,"(87, 79)",0
37887,move red C,"(54, 50)",1,"(60, 57)",0,"(89, 66)",0,"(68, 42)",-1
37887,fill nocolor A2,"(103, 57)",1,"(95, 71)",-1,"(88, 76)",1,"(88, 98)",0
37887,cover red all,"(97, 57)",1,"(103, 66)",1,"(75, 95)",0,"(101, 57)",1
37887,uncover blue all,"(68, 70)",1,"(89, 70)",1,"(87, 36)",-1,"('none', 'none')",0
37887,move red A1,"(88, 55)",1,"(101, 77)",0,"(84, 98)",0,"(84, 100)",0
37887,clear nocolor B,"(60, 66)",1,"(75, 76)",0,"(87, 56)",0,"(99, 42)",0
37887,fill nocolor C1,"(73, 66)",1,"(97, 66)",1,"(68, 100)",-1,"(78, 63)",0
64140,cover green all,"(97, 65)",1,"(89, 48)",1,"(90, 58)",0,"(95, 86)",1
64140,uncover blue all,"(76, 67)",1,"(88, 60)",1,"(95, 67)",0,"(89, 65)",1
64140,uncover red all,"(78, 81)",1,"(85, 100)",1,"(99, 51)",-1,"('none', 'none')",0
64140,move blue A2,"(97, 77)",1,"(89, 77)",1,"(69, 67)",1,"(69, 44)",1
64140,fill nocolor B2,"(66, 100)",1,"(95, 65)",1,"(100, 72)",0,"(78, 73)",0
64140,clear nocolor C1,"(104, 57)",1,"(104, 70)",1,"(84, 73)",1,"(85, 73)",1
64140,cover red all,"(89, 67)",1,"(95, 70)",1,"(88, 67)",1,"(66, 51)",1
64140,move blue C,"(75, 48)",1,"(91, 86)",1,"(48, 79)",0,"(99, 30)",0
64140,fill nocolor C2,"(66, 51)",1,"(90, 51)",1,"(97, 44)",0,"(62, 70)",1
64140,clear nocolor A2,"(95, 48)",1,"(95, 60)",1,"(95, 54)",1,"(93, 54)",1
79869,fill nocolor C2,"(85, 69)",1,"(85, 89)",1,"(63, 96)",0,"('none', 'none')",0
79869,cover red all,"(86, 74)",1,"(73, 68)",1,"(105, 74)",1,"('none', 'none')",0
79869,uncover green all,"(87, 64)",1,"(73, 74)",1,"(63, 44)",1,"('none', 'none')",0
79869,cover blue all,"(79, 88)",1,"(87, 89)",1,"(73, 68)",0,"('none', 'none')",0
79869,move green C,"(65, 44)",1,"(92, 68)",0,"(63, 59)",0,"('none', 'none')",0
79869,uncover blue all,"(82, 94)",1,"(75, 69)",1,"(77, 68)",-1,"('none', 'none')",0
79869,fill nocolor B2,"(79, 47)",1,"(102, 64)",1,"(80, 47)",1,"('none', 'none')",0
79869,move red A1,"(77, 69)",1,"(77, 96)",1,"(102, 54)",1,"('none', 'none')",0
79869,clear nocolor C1,"(102, 88)",1,"(102, 64)",1,"(86, 69)",1,"('none', 'none')",0
79869,clear nocolor C2,"(107, 64)",1,"(107, 47)",1,"(73, 61)",0,"('none', 'none')",0
58692,cover red all,"(72, 80)",1,"(56, 37)",1,"(89, 54)",0,"(89, 100)",0
58692,fill nocolor C1,"(83, 68)",1,"(105, 67)",1,"(89, 48)",1,"(98, 68)",1
58692,move green B1,"(55, 67)",1,"(83, 68)",-1,"(94, 80)",1,"(99, 42)",1
58692,move green A1,"(78, 38)",1,"(98, 38)",0,"(89, 37)",1,"(99, 70)",0
58692,fill nocolor B1,"(88, 61)",1,"(55, 60)",1,"(101, 67)",0,"(86, 93)",0
58692,cover green all,"(85, 76)",1,"(55, 60)",0,"(98, 68)",0,"(97, 48)",0
58692,uncover green all,"(89, 48)",1,"(85, 63)",-1,"(105, 38)",-1,"(86, 80)",1
58692,clear nocolor A,"(56, 63)",1,"(55, 48)",1,"(98, 48)",0,"(55, 65)",1
58692,uncover blue all,"(72, 65)",1,"(56, 65)",1,"(55, 63)",1,"(55, 80)",1
58692,clear nocolor B1,"(98, 95)",1,"(78, 76)",1,"(85, 54)",0,"(66, 54)",0
91733,uncover green all,"(67, 68)",1,"(79, 68)",1,"(85, 61)",1,"(105, 45)",0
91733,fill nocolor B2,"(95, 100)",1,"(67, 100)",1,"(79, 87)",0,"(74, 45)",1
91733,move green B2,"(71, 65)",1,"(106, 55)",0,"(97, 56)",0,"('none', 'none')",0
91733,clear nocolor C,"(84, 77)",1,"(86, 78)",1,"(63, 80)",0,"(106, 78)",1
91733,clear nocolor A2,"(95, 65)",1,"(75, 61)",1,"(86, 80)",0,"('none', 'none')",0
91733,fill nocolor C2,"(98, 88)",1,"(79, 53)",1,"(87, 80)",0,"(85, 53)",1
91733,uncover blue all,"(75, 100)",1,"(75, 61)",1,"(93, 65)",0,"('none', 'none')",0
91733,move blue C1,"(71, 66)",1,"(72, 66)",1,"(67, 100)",-1,"('none', 'none')",0
91733,cover green all,"(106, 65)",1,"(86, 66)",1,"(83, 80)",0,"(81, 66)",1
91733,cover blue all,"(98, 55)",1,"(74, 61)",0,"(97, 57)",0,"('none', 'none')",0
